Area,Parent Task,Task,Dataset,Best method name,Primary metric,Primary metric - is higher better?,Metric first reported value,Metric SOTA value in 2013,Metric SOTA value in 2014,Metric SOTA value in 2015,Metric SOTA value in 2016,Metric SOTA value in 2017,Metric SOTA value in 2018,Metric SOTA value in 2019,Papers all time,Papers in 2013,Papers in 2014,Papers in 2015,Papers in 2016,Papers in 2017,Papers in 2018,Papers in 2019,Papers with code all time,Papers with code in 2013,Papers with code in 2014,Papers with code in 2015,Papers with code in 2016,Papers with code in 2017,Papers with code in 2018,Papers with code in 2019
Computer Vision,Object Detection,Medical Object Detection,Barrett’s Esophagus,Attention-based model,Mean Accuracy,TRUE,74%,,,,,74%,81%,81%,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
Computer Vision,Line segment detection,Line segment detection,wireframe dataset,atrous Residual U-Net,F1 score,TRUE,0.773,,,,,,,0.773,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Scene Text Detection,Curved Text Detection,SCUT-CTW1500,PSENet-1s,F-Measure,TRUE,40.80%,,,,,73.40%,81.17%,81.17%,5,0,0,0,0,3,2,0,4,0,0,0,0,3,1,0
Computer Vision,Dense Pixel Correspondence Estimation,Dense Pixel Correspondence Estimation,HPatches,DGC-Net aff+tps+homo,Viewpoint I AEPE,FALSE,5.84,,,5.84,5.84,4.43,1.55,1.55,5,0,0,1,2,1,1,0,4,0,0,0,2,1,1,0
Computer Vision,3D Reconstruction,3D Room Layouts From A Single Rgb Panorama,PanoContext,HorizonNet,3DIoU,TRUE,74.48%,,,,,,77.42%,82.17%,4,0,0,0,0,0,2,2,3,0,0,0,0,0,1,2
Computer Vision,3D Reconstruction,3D Room Layouts From A Single Rgb Panorama,Stanford 2D-3D,HorizonNet,3DIoU,TRUE,76.33%,,,,,,79.36%,79.79%,3,0,0,0,0,0,2,1,2,0,0,0,0,0,1,1
Computer Vision,3D Reconstruction,3D Room Layouts From A Single Rgb Panorama,Realtor360,DuLa-Net,3DIoU,TRUE,62.77%,,,,,,77.20%,77.20%,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Facial Inpainting,VggFace2,SymmFCNet (Full),PSNR,TRUE,27.81,,,,,,27.81,27.81,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Facial Inpainting,WebFace,SymmFCNet (Full),PSNR,TRUE,27.22,,,,,,27.22,27.22,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Object Detection,Video Object Detection,ImageNet VID,FGFA + Seq-NMS,MAP,TRUE,80.10%,,,,,80.10%,80.10%,80.10%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Face Detection,Occluded Face Detection,MAFA,FAN,MAP,TRUE,77.30%,,,,,88.30%,88.30%,88.30%,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0
Computer Vision,Facial Recognition and Modelling,Face Anti-Spoofing,MSU-MFSD,GFA-CNN,Equal Error Rate,FALSE,10.80%,,,10.80%,10.80%,10.80%,10.80%,7.50%,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Sketch,Face Sketch Synthesis,CUHK,Residual net + Pseudo Sketch Feature Loss + LSGAN,FSIM,TRUE,73.61%,,,,,73.61%,74.23%,74.23%,2,0,0,0,0,1,1,0,2,0,0,0,0,1,1,0
Computer Vision,Sketch,Face Sketch Synthesis,CUFS,Residual net + Pseudo Sketch Feature Loss + LSGAN,FSIM,TRUE,72.56%,,,,,,72.56%,72.56%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Sketch,Face Sketch Synthesis,CUFSF,Residual net + Pseudo Sketch Feature Loss + LSGAN,FSIM,TRUE,71.59%,,,,,,71.59%,71.59%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Facial Action Unit Detection,BP4D,Multi-View,Average Accuracy,TRUE,56.10%,,,,,81.80%,81.80%,81.80%,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0
Computer Vision,Facial Recognition and Modelling,Facial Beauty Prediction,SCUT-FBP,CNN features + Bayesian ridge regression,MAE,FALSE,0.3931,,,,,,0.2595,0.2595,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0
Computer Vision,Facial Recognition and Modelling,Facial Beauty Prediction,ECCV HotOrNot,CNN features + Bayesian ridge regression,Pearson Correlation,TRUE,0.468,,,,,,0.468,0.468,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,CACDVS,AIM + CAFR,Accuracy,TRUE,97.95%,,,97.95%,97.95%,99.13%,99.76%,99.76%,4,0,0,1,0,1,2,0,2,0,0,1,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,MORPH Album2,AIM + CAFR,Rank-1 Recognition Rate,TRUE,99.65%,,,,,,99.65%,99.65%,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,CAFR,AIM,Accuracy,TRUE,73.56%,,,73.56%,73.56%,73.56%,84.81%,84.81%,2,0,0,1,0,0,1,0,2,0,0,1,0,0,1,0
Computer Vision,Facial Recognition and Modelling,Age-Invariant Face Recognition,FG-NET,AIM,Accuracy,TRUE,93.20%,,,,,,93.20%,93.20%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Autonomous Vehicles,Pedestrian Attribute Recognition,PA-100K,HP-net,Accuracy,TRUE,72.19%,,,,,72.19%,72.19%,72.19%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Autonomous Vehicles,Pedestrian Attribute Recognition,PETA,HP-net,Accuracy,TRUE,76.13%,,,,,76.13%,76.13%,76.13%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Autonomous Vehicles,Pedestrian Attribute Recognition,RAP,HP-net,Accuracy,TRUE,65.39%,,,,,65.39%,65.39%,65.39%,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Computer Vision,Object Detection,Object Skeleton Detection,SK-LARGE,DeepFlux,F-Measure,TRUE,0.724,,,,,,0.732,0.732,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
Computer Vision,Face Verification,Disguised Face Verification,Disguised Faces in the Wild,DisguiseNet,GAR @0.1% FAR,TRUE,23.25,,,,,,23.25,23.25,2,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0
Computer Vision,Object Recognition,Depiction Invariant Object Recognition,Photo-Art-50,SwiDeN,Overall Accuracy,TRUE,93.02%,,,,93.02%,93.02%,93.02%,93.02%,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
Computer Vision,Birds Eye View Object Detection,Birds Eye View Object Detection,KITTI Cars Moderate,PointPillars,AP,TRUE,86.10%,,,,,,86.10%,86.10%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Birds Eye View Object Detection,Birds Eye View Object Detection,KITTI Cyclists Moderate,PointPillars,AP,TRUE,62.25%,,,,,,62.25%,62.25%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Birds Eye View Object Detection,Birds Eye View Object Detection,KITTI Pedestrians Moderate,PointPillars,AP,TRUE,50.23%,,,,,,50.23%,50.23%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Safety Perception Recognition,Safety Perception Recognition,Google Street Images,CNN,Accuracy,TRUE,81%,,,,,,,81%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Image Classification,Unsupervised image classification,STL-10,IIC,Accuracy,TRUE,61.00%,,,,,,,61.00%,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Image Classification,Unsupervised image classification,CIFAR-10,IIC,Accuracy,TRUE,61.7,,,,,,,61.7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Image Classification,Unsupervised image classification,CIFAR-20,IIC,Accuracy,TRUE,25.7,,,,,,,25.7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Image Classification,Unsupervised image classification,MNIST,IIC,Accuracy,TRUE,99.3,,,,,,,99.3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,COCO-Stuff-15,IIC,Accuracy,TRUE,27.7,,,,,,,27.7,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,COCO-Stuff-3,IIC,Accuracy,TRUE,72.3,,,,,,,72.3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,Potsdam,IIC,Accuracy,TRUE,65.1,,,,,,,65.1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Semantic Segmentation,Unsupervised semantic segmentation,Potsdam-3,IIC,Accuracy,TRUE,45.4,,,,,,,45.4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Instance Segmentation,Human Instance Segmentation,OCHuman,Pose2Seg (plus ground-truth keypoints),AP,TRUE,0.552,,,,,,0.552,0.552,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Image Recognition,License Plate Recognition,Chinese License Plates,LPRNet basic,Accuracy,TRUE,95.00%,,,,,,95.00%,95.00%,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Novel View Synthesis,Novel View Synthesis,KITTI Novel View Synthesis,Multi-view to Novel View,SSIM,TRUE,0.626,,,,,,0.626,0.626,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Novel View Synthesis,Novel View Synthesis,ShapeNet Car,Multi-view to Novel View,SSIM,TRUE,0.923,,,,,,0.923,0.923,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Novel View Synthesis,Novel View Synthesis,ShapeNet Chair,Multi-view to Novel View,SSIM,TRUE,0.895,,,,,,0.895,0.895,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Novel View Synthesis,Novel View Synthesis,Synthia Novel View Synthesis,Multi-view to Novel View,SSIM,TRUE,0.697,,,,,,0.697,0.697,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Object Detection,One-Shot Object Detection,COCO,Siamese Mask R-CNN,AP 0.5,TRUE,16.3,,,,,,16.3,16.3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Instance Segmentation,One-Shot Instance Segmentation,COCO,Siamese Mask R-CNN,AP 0.5,FALSE,14.5,,,,,,14.5,14.5,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,3D,3D Part Segmentation,ShapeNet-Part,3D-PointCapsNet,Accuracy,TRUE,86,,,,,,86,86,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
Computer Vision,Instance Segmentation,Real-time Instance Segmentation,MSCOCO,YOLACT,MAP,TRUE,29.8,,,,,,,29.8,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
Computer Vision,Facial Recognition and Modelling,Smile Recognition,DISFA,Deep CNN,Accuracy,TRUE,99.45%,,,,99.45%,99.45%,99.45%,99.45%,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Computer Vision,Image Classification,Document Image Classification,RVL-CDIP,Transfer Learning from VGG16 trained on Imagenet,Accuracy,TRUE,89.80%,,,89.80%,89.80%,90.97%,92.21%,92.21%,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0
